label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10
1	314 m/s	0.475	Los Angeles	guinea pig	0.5423	0.3658	0.2201	269	75	471	0.8901
5	906 m/s	0.9157	Bakersfield	bird	0.6954	0.1673	0.6029	733	660	270	0.5031
1	132 m/s	-0.0638	Fremont	hamster, guinea pig	0.5803	0.6355	-0.0663	92	-16	319	1.1494
5	870 m/s	0.9608	Sacramento	cat	1.1388	-0.0781	0.3992	518	954	655	0.3471
5	927 m/s	n/a	San Diego	fish	0.6456	0.341	0.4063	404	746	617	0.529
2	211 m/s	0.2398	Riverside	dog	0.1185	1.0724	1.0678	390	653	227	0.2477
0	702 m/s	0.5548	Santa Clarita	chicken	0.1545	0.6041	0.4206	669	237	708	0.0386
3	428 m/s	-0.2876	Santa Ana	fish	0.8448	0.8153	0.5815	1149	905	506	0.8653
3	411 m/s	0.1206	Santa Ana	fish	0.9745	0.9222	0.5071	825	508	548	0.7716
5	823 m/s	0.8687	Sacramento	cat	0.8041	0.0735	0.4984	510	793	457	0.4463
0	439 m/s	0.4144	Riverside	pig	0.477	0.5066	0.6733	959	419	820	-0.014
3	426 m/s	-0.0766	San Francisco	guinea pig, reptile	0.7861	0.8815	0.7329	729	1002	198	0.9499
3	404 m/s	0.0593	Moreno Valley	fish	1.0181	0.7535	0.6456	937	1005	181	0.8144
3	209 m/s	-0.0199	Moreno Valley	fish	0.8757	0.6957	0.7461	888	1259	428	0.6734
0	780 m/s	0.5154	Santa Clarita	pig	0.2416	0.6864	0.9225	830	805	654	-0.0228
0	550 m/s	0.7701	Modesto	pig	0.4876	0.3987	0.808	1209	148	738	0.0898
4	793 m/s	0.4926	cHULA vISTA	rabbit	0.1537	0.3209	0.1186	136	425	832	0.7356
2	181 m/s	0.3469	Fremont	reptile	0.0308	1.0635	1.0088	779	836	194	0.3447
3	430 m/s	0.2252	Santa Ana	fish	0.7707	0.6669	0.6119	624	1183	471	0.6993
3	488 m/s	0.3468	Santa Ana	chicken	1.0643	0.894	0.6809	601	965	467	0.8657
0	599 m/s	0.6355	MODESTO	chicken	0.502	0.331	0.7753	632	413	920	-0.0674
5	835 m/s	1.0928	San Diego	cat	0.8889	0.051	0.2361	209	584	600	0.1045
1	284 m/s	0.3371	Long Beach	reptile, guinea pig	0.5791	0.6244	0.2667	406	45	41	0.9454
0	569 m/s	0.8002	Santa Clarita	pig	0.6449	0.3415	0.6498	740	441	999	0.1789
0	412 m/s	0.5072	Fremont	pig	0.4872	0.4978	0.7392	898	354	782	0.0535
0	558 m/s	0.4339	modesto	chicken	0.5678	0.5158	0.6341	809	200	886	0.0157
3	567 m/s	-0.0752	Moreno Valley	fish	0.6976	0.8053	0.4732	843	850	202	0.8626
5	872 m/s	1.1064	San Diego	bird	0.819	0.1626	0.3897	25	337	462	0.5235
0	779 m/s	0.4454	Modesto	chicken	0.3694	0.3568	0.6408	812	-33	687	-0.0318
1	470 m/s	0.5019	Long Beach	reptile	0.5766	0.5219	0.1519	0	251	120	1.0025
5	1025 m/s	1.0781	Sacramento	cat	0.715	0.0829	0.2465	245	852	785	0.4688
3	604 m/s	-0.2047	Santa Ana	fish	0.7493	0.754	0.2976	950	936	483	0.8825
3	445 m/s	0.3317	San Francisco	fish	0.8635	0.7765	0.4873	1082	960	195	0.7878
1	238 m/s	0.7026	San Francisco	reptile, guinea pig	0.5844	0.5945	0.2543	308	-14	546	0.9954
2	175 m/s	0.2359	SAN JOSE	dog, ferret	-0.0152	1.0562	1.1755	436	767	44	0.2285
2	190 m/s	0.1969	ANAHEIM	fish	0.128	1.0075	0.9269	621	442	29	0.1992
0	474 m/s	0.499	Modesto	pig	0.2543	0.4467	0.8436	873	-8	706	0.1498
3	432 m/s	0.041	Moreno Valley	fish	0.9709	0.621	0.5278	933	921	468	0.6605
4	811 m/s	0.73	San Bernardino	rabbit	0.1128	0.3479	0.2168	203	467	882	0.7762
3	538 m/s	-0.041	San Francisco	fish	0.9051	0.8001	0.4043	783	691	422	1.1942
0	573 m/s	0.6959	San Francisco	chicken	0.5133	0.4257	0.7782	877	38	735	0.2367
3	380 m/s	0.0412	San Francisco	fish	0.8344	0.6288	0.5884	751	1018	332	0.7815
5	1079 m/s	0.9709	San Diego	bird	1.0024	0.1021	0.2322	130	480	482	0.516
5	972 m/s	0.8244	San Diego	BIRD	1.0027	0.0406	0.4408	342	700	542	0.4496
4	801 m/s	0.5073	Oakland	rabbit	0.3152	0.5145	-0.0194	206	?	897	0.8273
5	837 m/s	1.0165	Bakersfield	rat, dog	0.7764	0.0448	0.5581	586	396	818	0.6077
3	544 m/s	0.0103	Santa Ana	fish	0.9278	0.7811	0.5812	885	883	560	0.7569
5	956 m/s	1.0377	Bakersfield	cat	0.7585	0.0083	0.5928	274	908	324	0.3975
5	877 m/s	0.8113	San Diego	bird	0.8727	0.1889	0.2719	410	546	591	0.4595
2	106 m/s	0.0704	Fremont	ferret	0.0924	0.9729	1.1234	784	879	165	0.2718
0	541 m/s	0.7351	Modesto	chicken	0.2857	0.1152	0.8853	802	445	863	0.1652
2	246 m/s		Riverside	rat	0.1694	0.9003	0.7101	509	836	309	0.3887
1	385 m/s	0.2089	Los Angeles	reptile, hamster	0.7814	0.2938	0.1482	318	94	187	0.8767
4	719 m/s	0.4661	Stockton	rabbit	0.4342	0.3101	0.1873	183	726	975	0.8998
2	92 m/s	0.1195	Modesto	dog, rat	0.1021	1.0636	1.0398	373	547	-8	0.3639
2	275 m/s	0.4866	aNAHEIM	ferret	-0.1058	1.2043	0.9164	507	706	77	0.3937
4	1002 m/s	n/a	Stockton	rabbit	0.3936	0.1529	0.439	119	672	1058	0.8324
3	541 m/s	-0.2052	San Francisco	fish	0.8759	0.4745	0.4163	1012	880	331	1.142
1	440 m/s	0.529	Irvine	rabbit	0.6671	0.5082	0.2291	116	261	256	0.9276
5	1123 m/s	1.0052	Modesto	bird	1.0579	0.0021	0.1175	187	543	607	0.5257
5	1120 m/s	1.18	Sacramento	bird	0.7186	0.0841	0.2908	381	694	393	0.6385
3	416 m/s	0.0184	Santa Ana	guinea pig	0.9453	0.7865	0.1747	1187	1043	289	0.8305
2	318 m/s	0.3594	Anaheim	rat, dog	0.1244	1.0434	0.9107	409	685	101	0.5037
3	466 m/s	0.132	MORENO VALLEY	fish	1.0589	0.7363	0.6424	1136	496	449	0.7819
3	509 m/s	0.027	San Francisco	?	0.9688	0.6862	0.8133	1137	535	492	0.5801
0	618 m/s	0.688	Bakersfield	pig	0.559	0.421	0.7323	850	285	604	-0.0536
3	583 m/s	0.2677	San Francisco	fish	0.8659	0.9628	0.6267	1150	804	367	0.8562
1	300 m/s	0.387	Los Angeles	guinea pig	0.6878	0.5833	0.2548	310	-225	459	0.7434
0	549 m/s	0.6669	Santa Clarita	chicken	0.5734	0.5047	0.8129	796	394	894	0.175
2	290 m/s	0.2989	San Jose	rat	0.1798	?	0.8236	940	872	53	0.2028
3	543 m/s	-0.0008	San Francisco	fish	0.9668	0.7341	0.3647	1181	977	133	0.8986
1	324 m/s	0.4919	Irvine	reptile	0.6541	0.5757	0.3019	125	151	300	0.8382
2	120 m/s	0.1239	Long Beach	cat	-0.0937	0.8748	1.0749	619	851	-16	0.0844
1	384 m/s	0.3097	Irvine	hamster, guinea pig	0.4736	0.7062	0.1957	401	-138	220	1.0869
5	1048 m/s	1.1238	Sacramento	bird	0.7242	0.1119	0.3269	404	926	554	0.5809
5	980 m/s	0.9475	BAKERSFIELD	fish	0.851	0.1874	0.3902	474	602	647	0.6443
5	872 m/s	0.8769	Sacramento	bird	0.8951	0.1788	0.2954	143	442	509	0.6598
3	448 m/s	0.0174	Moreno Valley	fish	0.9468	0.8663	0.6802	1192	885	313	0.8957
2	139 m/s	0.2248	San Jose	ferret, dog	0.0222	0.9331	1.024	503	963	108	0.353
2	173 m/s	0.2802	San Jose	dog	-0.1149	0.882	1.0111	763	1010	34	0.1721
3	403 m/s	0.1035	Sacramento	fish	0.936	0.8324	0.5409	812	812	294	0.7011
3	598 m/s	0.2338	Sacramento	fish	0.8012	0.8394	0.5452	589	959	255	0.9328
3	418 m/s	0.0822	Moreno Valley	fish	0.9317	0.7887	0.5003	1077	898	357	0.8036
1	269 m/s	0.6306	Irvine	Hamster	0.5245	0.5285	0.4062	132	407	277	1.0422
2	214 m/s	0.2113	Modesto	ferret, rat	0.1423	0.9741	1.019	656	767	265	0.2928
2	221 m/s	0.1647	San Jose	rat	0.0023	1.181	0.9993	995	1030	19	0.4879
4	806 m/s	0.6064	Fresno	rabbit	0.225	0.3801	0.1791	N/A	284	907	0.7118
4	764 m/s	0.6081	San Bernardino	rabbit	0.2014	0.385	0.1573	72	231	1055	0.7408
0	646 m/s	0.6302	Santa Clarita	chicken	0.3068	0.5196	0.8168	627	-11	1040	0.117
4	795 m/s	0.5529	San Bernardino	rabbit	0.3251	0.263	-0.0136	270	425	990	0.5721
0	599 m/s	0.428	Santa Clarita	rabbit	0.3486	0.3671	0.913	1032	275	533	0.3711
0	571 m/s	0.6673	Santa Clarita	pig	0.3844	0.5489	0.5985	578	4	668	0.162
3	400 m/s	0.3802	Santa Ana	fish	0.6913	0.7118	0.527	892	920	503	0.641
3	584 m/s	0.1437	Moreno Valley	fish	0.9054	0.5601	0.7644	1173	942	343	0.5414
1	346 m/s	0.4025	Fremont	guinea pig, reptile	0.5842	0.4802	0.4075	455	-152	447	1.0057
3	544 m/s	0.1783	San Francisco	fish	0.9524	0.6867	1.0058	930	670	402	0.8274
3	370 m/s	0.3314	San Francisco	fish	1.0481	0.9603	0.5523	573	1065	498	0.8671
4	773 m/s	0.9155	Moreno Valley	rabbit	0.1999	0.3528	-0.0979	88	643	1008	0.6785
1	341 m/s	0.4023	Fremont	hamster, guinea pig	0.774	0.6259	0.3083	214	-228	170	1.0402
2	384 m/s	0.2602	San Jose	rat, dog	-0.041	1.0599	1.158	797	684	204	0.586
4	817 m/s	0.6874	Stockton	rabbit	0.0657	0.1882	-0.1279	-121	561	917	0.833
0	579 m/s	0.7738	None	pig	0.4069	0.3459	0.6014	767	-159	748	0.0362
2	126 m/s	0.1997	San Jose	ferret, dog	0.1413	1.0969	1.0145	871	765	138	0.0551
5	1014 m/s	0.801	Bakersfield	rabbit	0.9049	0.0158	0.4773	723	500	629	0.4811
4	653 m/s	0.6276	Fresno	rabbit	0.1326	0.3041	0.3359	297	511	1011	0.8931
0	550 m/s	0.5797	Santa Clarita	chicken	0.5255	0.7192	0.4162	830	-70	829	0.2269
0	561 m/s	0.6663	Modesto	pig	0.4142	0.4279	0.6579	583	193	915	0.1048
4	687 m/s	0.7687	San Bernardino	rabbit	0.0318	0.118	0.0013	128	313	913	0.6752
1	474 m/s	0.6963	Los Angeles	guinea pig, reptile	0.4217	0.4172	0.0813	295	-113	465	0.9629
3	580 m/s	0.3242	Bakersfield	fish	1.1368	0.9969	0.8435	538	1119	341	0.7892
4	726 m/s	0.5049	Oakland	rabbit	0.1253	0.2352	-0.0374	18	684	884	0.7738
2	158 m/s	0.3054	Anaheim	ferret, rat	0.1589	1.0458	1.0664	333	831	-55	0.2756
5	1095 m/s	0.97	San Diego	cat	0.7696	0.1728	0.2633	502	206	762	0.8101
4	796 m/s	0.8442	Stockton	rabbit	0.3041	?	-0.2267	-32	627	879	None
5	1085 m/s	0.8877	Bakersfield	bird	0.6307	0.085	0.2718	680	510	559	0.4655
4	714 m/s	0.7153	Fresno	rabbit	0.2195	0.2413	0.1197	-33	253	1137	0.7276
3	362 m/s	0.1565	Santa Ana	fish	0.819	0.7351	0.69	825	1004	584	1.0114
0	347 m/s	0.6862	Modesto	pig	0.5244	0.1703	0.8249	732	69	790	0.0589
5	921 m/s	0.8866	Sacramento	bird	0.7677	0.1557	0.3768	331	640	630	0.3585
4	589 m/s	0.7465	Fresno	rabbit	0.2737	0.3593	0.1645	97	625	877	0.562
4	757 m/s	0.7543	Fresno	rabbit	0.3945	0.3956	0.2037	222	315	719	0.6861
3	508 m/s	0.0604	Moreno Valley	fish	0.9929	0.7547	0.7906	918	1244	577	1.0315
3	581 m/s	0.0374	Moreno Valley	fish	1.2732	0.6373	0.7188	759	1076	277	1.0563
0	489 m/s	0.7	Santa Clarita	chicken	0.5301	0.4453	0.64	892	15	757	0.0448
2	-78 m/s	0.1778	Irvine	ferret	0.2623	0.9155	0.8141	828	994	-45	0.3243
5	1035 m/s	0.8831	Sacramento	bird	0.786	0.1539	0.2584	610	380	498	0.3888
1	191 m/s	0.5106	Long Beach	guinea pig	0.7718	0.6379	0.1797	314	43	175	1.2328
0	526 m/s	0.6702	Riverside	chicken	0.2834	0.4504	0.6828	656	350	776	0.3245
0	571 m/s	0.9225	Modesto	chicken	0.2112	0.428	0.5087	928	17	759	0.0524
3	454 m/s	0.3399	Fremont	fish	0.9792	0.8937	0.5998	662	707	509	0.9906
1	507 m/s	0.6342	lOS aNGELES	guinea pig	0.7243	0.5366	0.2429	273	505	165	1.0501
0	542 m/s	1.0056	Santa Clarita	BIRD	0.2611	0.5561	0.4977	825	374	802	-0.1106
3	494 m/s	-0.0187	San Francisco	fish	0.9317	0.945	0.641	765	940	411	0.7052
2	152 m/s	0.0591	San Jose	rat, ferret	0.1143	1.1951	0.7754	914	823	209	0.232
0	665 m/s	0.6732	Modesto	fish	0.4167	0.4117	0.7528	847	154	766	0.1849
4	877 m/s	0.7419	Stockton	rabbit	0.0833	0.3296	0.14	411	261	988	0.6551
0	477 m/s	0.5373	Modesto	chicken	0.5499	0.3368	0.7808	794	252	691	0.147
2	N/A	0.1537	Riverside	rat	-0.0813	1.0915	0.6774	674	1021	-23	0.4234
2	178 m/s	0.2049	Riverside	ferret	0.2692	1.0105	0.8747	466	1190	229	0.2525
1	221 m/s	0.1686	Long Beach	ferret, dog	0.5543	0.7127	0.2532	346	10	124	1.0519
5	1012 m/s	1.0737	Bakersfield	CAT	0.9908	0.0027	0.2554	294	512	704	0.2808
5	961 m/s	0.8541	Bakersfield	bird	0.6902	-0.0811	0.221	246	558	453	0.5463
5	1090 m/s	1.1206	Bakersfield	CAT	0.7976	0.1043	0.337	160	678	555	0.6437
0	531 m/s	0.6222	Santa Clarita	chicken	0.2661	0.6017	0.6236	571	58	?	0.2545
3	494 m/s	0.0073	San Francisco	fish	0.8497	0.6129	0.5995	870	948	301	0.7434
1	425 m/s	0.5237	Long Beach	guinea pig, hamster	0.7468	0.3666	0.1993	439	-1	346	0.8984
1	197 m/s	0.505	San Jose	hamster	0.8825	0.4052	0.2479	399	106	165	1.1484
0	836 m/s	0.5718	Modesto	pig	0.2527	0.3149	0.6514	695	263	892	0.0107
2	135 m/s	0.3928	ANAHEIM	ferret, dog	0.0034	0.857	0.7699	636	764	162	0.2376
2	203 m/s	0.5286	Anaheim	ferret	0.0036	0.8846	0.9635	604	1100	-152	0.5134
1	201 m/s	0.1875	Irvine	reptile, guinea pig	0.6103	0.6078	0.2999	341	52	231	1.1517
0	688 m/s	0.549	Riverside	chicken	0.1634	0.4987	0.8423	887	566	873	0.0447
1	231 m/s	0.3247	Los Angeles	hamster, reptile	0.3798	0.5672	0.1413	313	9	103	0.8872
4	586 m/s	0.6796	Oakland	rabbit	0.3094	0.3117		?	146	992	0.8697
0	511 m/s	0.8064	sANTA cLARITA	chicken	0.2686	0.3601	0.5199	1033	192	796	0.2687
3	344 m/s	0.2182	San Francisco	fish	0.6707	0.9604	0.7106	925	674	312	0.6671
3	286 m/s	0.158	Chula Vista	FISH	0.8438	0.9409	0.5652	898	806	603	0.8251
1	292 m/s	0.4821	Stockton	fish	0.4713	0.7115	0.1818	76	112	262	0.8802
4	744 m/s	0.5778	Fresno	rabbit	0.036	0.4094	-0.064	404	428	880	0.7068
0	377 m/s	0.7488	Santa Clarita	pig	0.483	0.1762	0.842	804	19	916	-0.0526
3	586 m/s	-0.046	Santa Ana	fish	0.9551	0.7707	0.5353	823	921	473	0.9027
5	902 m/s	1.0195	San Diego	cat	1.0559	0.0498	0.3763	190	650	595	0.5896
5	897 m/s	0.8703	Sacramento	NULL	0.7964	0.0584	0.3722	327	611	384	0.4345
0	656 m/s	0.8148	Modesto	chicken	0.551	0.4028	0.7032	1081	52	830	0.1516
2	-27 m/s	0.198	Riverside	ferret, rat	0.0235	1.0827	0.775	581	936	117	0.2157
4	788 m/s	0.8228	Fresno	rabbit	0.2711	0.4932	-0.0025	25	588	904	0.6883
0	668 m/s	0.7168	Santa Clarita	pig	0.318	0.4214	0.4551	665	374	880	-0.1798
0	625 m/s	0.754	Santa Clarita	chicken	0.2616	0.3806	0.5982	803	68	814	0.3096
3	492 m/s	-0.0435	Santa Ana	fish	0.9138	0.6598	0.7131	955	1024	260	0.7544
5	876 m/s	0.9626	Sacramento	cat	0.7769	0.1356	0.1598	194	472	582	0.3497
1	536 m/s	0.4741	Fremont	reptile	0.5249	0.6339	0.3338	123	-64	258	0.9302
2	126 m/s	0.3701	Irvine	reptile, guinea pig	0.1528	1.0464	0.9569	578	1146	254	0.276
3	413 m/s	0.0757	San Francisco	fish	0.7914	0.6242	0.5384	1179	804	617	1.0183
0	531 m/s	0.5349	Santa Clarita	chicken	0.3806	0.3778	0.5865	660	253	866	0.0249
0	366 m/s	0.599	Modesto	chicken	0.4275	0.5237	0.513	670	113	694	0.2693
3	305 m/s	0.0918	Santa Ana	fish	0.8695	0.8149	0.9056	649	1024	269	0.8098
3	490 m/s	0.1755	San Francisco	fish	0.911	0.6771	0.3184	1108	1220	451	0.92
5	967 m/s	1.0414	Sacramento	cat	0.7609	0.2223	0.5249	608	573	453	0.5311
2	103 m/s	0.2683	San Jose	rat	0.2038	0.8067	0.9343	684	724	21	0.3269
1	477 m/s	0.4973	Irvine	hamster, reptile	0.7553	0.47	0.1145	275	31	328	0.9242
2	294 m/s	0.2108	Riverside	rat	-0.2144	0.6244	1.0623	592	422	30	0.2592
4	708 m/s	0.4421	San Bernardino	rabbit	0.3861	0.4293	0.4431	211	367	957	0.5659
2	81 m/s	0.2413	Stockton	ferret, dog	0.0435	0.9494	0.9885	761	1126	134	0.2738
4	773 m/s	0.8023	Stockton	rabbit	0.3428	0.2549	-0.15	247	327	1245	0.4827
2	172 m/s	0.163	San Jose	rat	-0.0308	0.9053	1.0811	669	655	351	0.2774
1	483 m/s	0.5221	SANTA CLARITA	hamster	0.5043	0.4355	0.2281	428	234	316	1.0006
4	824 m/s	0.6362	Oakland	rabbit	0.2567	0.2918	-0.0844	378	397	1011	0.5618
5	959 m/s	0.8747	San Diego	bird	0.9141	0.2035	0.5703	521	596	440	0.5501
3	410 m/s	0.1392	Santa Ana	fish	0.968	0.8591	0.5116	819	1011	445	0.8445
2	169 m/s	-0.022	Anaheim	cat	0.2326	0.8773	1.0167	795	755	244	0.1631
0	548 m/s	0.6982	Modesto	pig	0.4725	0.5012	0.7497	867	437	734	0.1782
3	454 m/s	-0.2005	Moreno Valley	pig	0.8591	0.6756	0.557	1166	687	309	0.9259
1	402 m/s	0.3231	Fresno	guinea pig, hamster	0.3915	0.6384	0.4373	462	-115	258	0.809
2	237 m/s	0.3681	Los Angeles	ferret	0.0088	0.8791	0.792	808	866	262	None
3	601 m/s	0.0788	Moreno Valley	fish	0.987	0.4842	0.7302	766	728	444	0.9019
2	210 m/s	0.4291	Anaheim	dog, ferret	-0.1293	0.9788	0.8616	799	711	285	0.3926
4	766 m/s	0.4677	San Bernardino	rabbit	0.3605	0.4437	-0.0586	163	435	951	0.6016
5	811 m/s	1.0898	Bakersfield	cat	0.9103	0.0556	0.2504	285	663	526	0.4732
2	41 m/s	0.2981	San Jose	ferret, dog	0.0564	1.0043	0.9698	445	1066	-54	0.4864
0	624 m/s	0.6715	Santa Clarita	chicken	0.3542	0.3475	0.6933	650	316	710	-0.0599
3	485 m/s	0.1319	Moreno Valley	fish	0.7209	0.9611	0.7066	985	657	218	0.8052
2	21 m/s	0.4183	San Jose	rat	0.0532	0.838	0.8586	576	1156	58	N/A
2	41 m/s	0.1951	Anaheim	ferret, rat	0.1837	0.7934	0.9544	634	872	123	0.5028
2	46 m/s	0.2796	Moreno Valley	rat	-0.0313	1.0228	0.9997	635	562	120	0.3468
0	422 m/s	0.7765	Sacramento	chicken	0.4163	0.3957	0.9407	941	333	933	0.0411
3	306 m/s	0.1157	Santa Ana	fish	0.6785	0.9269	0.5867	985	586	525	0.7063
1	504 m/s	0.3258	San Diego	hamster	0.5227	0.6177	0.5909	126	56	286	0.9492
1	430 m/s	0.6166	Long Beach	reptile, hamster	0.3863	0.7943	0.3411	263	146	319	0.9998
4	482 m/s	0.5925	San Bernardino	rabbit	0.4989	0.379	0.1802	89	308	1194	0.6719
0	634 m/s	0.8566	oAKLAND	pig	0.4134	0.4926	0.8528	914	223	874	0.2053
4	708 m/s	0.5869	Chula Vista	rabbit	0.4533	0.3968	0.1734	224	275	1046	0.7183
4	792 m/s	0.4884	fremont	dog, rat	0.3327	0.5251	-0.0693	327	65	837	0.6373
1	444 m/s	0.2021	Long Beach	hamster, guinea pig	0.5041	0.4127	0.2241	326	-49	94	0.886
3	743 m/s	0.0443	Moreno Valley	fish	0.9874	0.6076	0.687	590	1008	545	0.8143
2	-26 m/s	0.508	Anaheim	dog	0.2319	0.8851	0.8028	621	1055	210	0.4264
2	97 m/s	0.1527	Anaheim	dog	-0.0299	0.8678	0.9227	515	828	56	0.1838
2	7 m/s	0.303	Anaheim	dog	-0.0016	0.9781	0.9556	779	789	53	0.0505
0	583 m/s	0.5049	Santa Clarita	pig	0.4921	0.4069	0.5516	1018	117	951	-0.0309
5	972 m/s	0.8745	Sacramento	bird	n/a	0.2016	0.3802	409	883	686	0.5238
3	597 m/s	0.0874	Moreno Valley	rabbit	0.9819	0.8678	0.7032	1351	1003	208	0.9795
0	664 m/s	0.5981	Santa Clarita	pig	0.475	0.3429	0.8453	613	244	900	0.0806
5	656 m/s	1.0589	Sacramento	bird	1.0381	0.0931	0.3328	651		523	0.3938
3	590 m/s	-0.0058	San Francisco	fish	1.1598	0.9535	0.569	893	909	355	0.9549
5	1048 m/s	0.9772	San Diego	pig	0.91	-0.0931	0.364	514	672	593	0.547
2	111 m/s	0.2095	rIVERSIDE	rat, ferret	-0.1239	1.0892	1.1897	389	959	49	0.3489
1	384 m/s	0.1775	Long Beach	REPTILE	0.6298	0.6235	0.0397	N/A	-357	433	1.1868
2	391 m/s	0.3428	Anaheim	rat, ferret	0.121	0.9122	1.0713	369	744	31	0.265
1	215 m/s	0.6309	Long Beach	reptile	0.3313	0.5206	0.1867	312	172	271	1.0704
2	142 m/s	0.3856	Anaheim	dog, ferret	0.1983	0.8024	1.0206	620	829	67	0.4015
1	349 m/s	0.2623	Modesto	hamster, guinea pig	0.5146	0.6236	0.305	220	1	247	0.9298
2	86 m/s	0.3929	Riverside	Rat	0.0262	0.7053	1.1868	380	862	129	0.2259
0	579 m/s	0.6237	Modesto	pig	0.5075	0.2564	0.7047	633	413	712	0.1222
5	990 m/s	1.0793	Bakersfield	cat	0.6761	0.0163	0.525	642	402	317	0.5485
2	137 m/s	0.1297	Riverside	dog	-0.0869	1.1085	1.1181	646	NULL	104	0.2721
2	80 m/s	0.1421	Riverside	rat, ferret	0.0498	0.999	1.0042	594	807	134	0.3758
2	52 m/s	0.2316	Riverside	ferret, rat	0.2776	0.9673	0.9611	601	632	-5	0.1729
5	966 m/s	1.2847	Sacramento	bird	0.81	0.1306	0.2417	79	454	646	0.5163
1	203 m/s	0.1777	Long Beach	guinea pig, reptile	0.8163	0.6357	0.1153	287	91	356	1.037
1	337 m/s	0.4701	Fremont	guinea pig, reptile	0.6865	0.726	0.4311	253	246	378	0.7798
0	482 m/s	0.7159	Modesto	chicken	0.2931	0.3654	0.794	992	394	622	-0.0242
4	1037 m/s	0.4827	Stockton	rabbit	0.1833	0.2513	0.1658	145	150	933	0.5566
0	597 m/s	0.7533	Modesto	PIG	0.2672	0.5363	0.672	880	532	779	0.0003
2	150 m/s	0.3257	Anaheim	ferret	-0.128	0.9529	1.0002	561	966	297	0.5557
5	940 m/s	0.987	Bakersfield	cat	0.8438	-0.0953	0.1485	142	515	575	0.4238
2	177 m/s	0.262	Anaheim	ferret, dog	0.0332	0.8613	0.9879	401	839	214	0.3565
5	892 m/s	1.1008	Bakersfield	cat	0.678	0.2008	0.15	392	427	479	0.4963
0	395 m/s	0.4919	Santa Clarita	pig	0.2516	0.2585	0.6397	702	10	613	0.1429
0	801 m/s	0.5089	Modesto	pig	0.4525	0.5917	0.6024	860	236	1059	0.1687
1	488 m/s	0.5579	Bakersfield	hamster, reptile	0.5888	0.7145	0.206	309	66	269	1.0475
4	831 m/s	0.7998	Fresno	rabbit	-0.0311	0.494	0.0838	-188	447	1162	0.815
1	255 m/s	0.6849	Irvine	hamster	0.4829	0.5742	0.4609	2	95	337	1.0656
2	149 m/s	0.544	Riverside	dog, ferret	0.3073	0.9163	0.8573	1040	1123	196	0.2178
0	622 m/s	0.8198	Modesto	chicken	0.1944	0.5465	0.531	732	192	981	0.2614
2	65 m/s	0.0568	San Jose	dog, ferret	0.177	0.9553	0.9365	402	894	-65	0.3038
4	609 m/s	0.8495	Chula Vista	rabbit	0.2206	0.3459	0.0453	131	459	830	0.8637
3	742 m/s	-0.1442	Santa Ana	FISH	0.7959	0.9911	0.7257	1175	731	418	0.9094
3	588 m/s	-0.0346	Santa Ana	Fish	0.9688	0.7771	0.8718	918	1021	494	1.0669
4	765 m/s	0.704	Fremont	rabbit	0.2852	0.3272	0.2042	292	321	924	0.8144
4	569 m/s	0.7562	Stockton	rabbit	0.3218	0.4622	-0.1515	287	583	884	0.4919
0	581 m/s	0.6027	Modesto	chicken	0.4525	0.6537	0.7234	950	107	827	0.2183
2	245 m/s	0.2172	San Jose	rat, dog	0.1297	0.8463	0.9923	696	687	36	0.3508
0	715 m/s	0.6134	Santa Clarita	pig	0.6799	0.5162	0.7425	849	245	817	0.0613
5	879 m/s	1.0705	Sacramento	bird	0.6436	0.2831	0.2614	539	587	586	0.3452
3	388 m/s	0.1683	Moreno Valley	fish	1.0085	0.6098	0.7704	979	905	556	1.0479
5	981 m/s	0.9092	San Diego	cat	0.9643	0.0315	0.2135	299	248	543	0.2763
5	922 m/s	0.538	Bakersfield	bird	1.0527	0.0711	0.3524	272	709	702	0.8121
1	310 m/s	0.3881	Long Beach	guinea pig, hamster	0.7213	0.782	N/A	394	217	266	1.0007
3	671 m/s	0.1892	Santa Ana	ferret	1.2414	1.0038	0.6567	971	NULL	282	0.7208
1	285 m/s	0.5698	Fremont	reptile	0.6148	0.5491	0.0248	247	118	473	0.9802
2	197 m/s	0.2804	San Jose	dog, ferret	0.2083	0.9597	0.8399	675	650	42	0.2893
1	299 m/s	0.2779	Los Angeles	hamster, reptile	0.5807	0.6219	0.4634	206	199	345	1.124
5	979 m/s	0.926	Sacramento	rabbit	0.788	-0.1057	0.5243	561	768	734	0.4992
3	720 m/s	0.0754	Santa Ana	fish	0.8195	0.7433	0.6605	1144	1261	445	0.7731
2	-116 m/s	0.2309	Anaheim	Dog	0.2547	0.973	0.84	644	931	134	0.2853
1	346 m/s	0.3032	Irvine	hamster, guinea pig	0.7852	0.5357	0.409	384	114	180	0.7687
4	996 m/s	0.6736	Fresno	None	0.1497	0.3912	0.0892	69	126	1280	0.5406
4	713 m/s	0.7238	Stockton	rabbit	0.2294	0.3846	0.3414	-122	96	831	0.6014
2	55 m/s	0.2684	Riverside	dog	0.2807	0.883	0.9428	636	937	199	0.2977
5	948 m/s	1.0293	San Diego	cat	0.9648	-0.0002	0.2314	381	665	543	None
0	799 m/s	0.9819	Santa Clarita	pig	0.3506	0.5191	0.589	845	360	752	0.0503
